Nº PROJETO;TÍTULO;EMPRESA PETROLÍFERA;DATA DE INÍCIO;DATA DE TÉRMINO;EMPRESA BRASILEIRA EXECUTORA;INSTITUIÇÃO CREDENCIADA EXECUTORA;AUTORIZAÇÃO;DATA DE PUBLICAÇÃO
16445-9;Produção de celulases e desenvolvimento de produto para hidrólise de bagaço de cana visando à produção de etanol;Petrobras;08/02/2007;07/04/2008;-;UFRJ;-;-
16446-7;Análise do escoamento de óleos pesados em tubos flexíveis;Petrobras;08/02/2007;05/08/2009;-;UTFPR;-;-
16447-5;Termocronologia de traços de fissão em apatita e datação U-PB em zircão detritico da seção Pré-Cone do região do Cone do Amazonas;Petrobras;08/02/2007;07/10/2007;-;UFRGS;-;-
16448-3;Equilíbrio de fases de sistemas envolvendo componentes do sistema reacional de produção de biodiesel dos óleos de soja, mamona e palma.;Petrobras;09/02/2007;08/02/2008;-;URI;-;-
16449-1;Modelagem matemática e laboratorial da perda da injetividade em poços injetores de água profunda;Petrobras;12/02/2007;15/04/2013;-;UENF;-;-
16450-9;Otimização das propriedades e dos processos de produção de carbonos ativados com aplicação no armazenamento de gás natural.;Petrobras;12/02/2007;09/09/2007;-;UNB;-;-
16451-7;Pesquisa para medidas do coeficiente de fricção e resistência à abrasão de blendas e compósitos poliméricos;Petrobras;15/02/2007;12/08/2009;-;UFSCAR;-;-
16452-5;Ensaios e simulação de sistema DP (Posicionamento Dinâmico);Petrobras;26/02/2007;29/05/2010;-;USP;-;-
16453-3;Sistema de planejamento de refinarias - PLANREF;Petrobras;26/02/2007;25/02/2008;-;PUC-RIO;-;-
16454-1;Atividades de modelagem computacional referentes ao projeto Piatam Mar II;Petrobras;27/02/2007;25/02/2009;-;UFRJ;-;-
16455-8;Desenvolvimento tecnológico para perfuração direcional horizontal com grande diâmetro e extensão cpm aplicação na instalação de sistemas dutoviário;Petrobras;28/02/2007;26/06/2008;-;IPT;-;-
16456-6;Evolução pós-rifte dos principais sistemas de falhamentos na Bacia Potiguar.;Petrobras;28/02/2007;26/02/2009;-;UFRN;-;-
16457-4;Propagação de trincas de fadiga em juntas soldadas circinferenciais de aços API 5L X80 para risers rígidos lançados pelo método reel-lay;Petrobras;02/03/2007;28/06/2009;-;UFRJ;-;-
16458-2;Obtenção de intermediários a partir da glicerina;Petrobras;02/03/2007;24/02/2008;-;IPT;-;-
16459-0;Conjunto de sensoriamento para detecção da contaminação do óleo isolador do motor do método de Bombeio Centrífugo Submerso – BCS-BCSENSOR;Petrobras;05/03/2007;30/12/2009;-;UFRN;-;-
16460-8;Estudo do estado-da-arte da modelagem física de reservatório.;Petrobras;07/03/2007;02/09/2007;-;UENF;-;-
16461-6;Manutenção, apoio aos usuários e novos desenvolvimentos no sistema SITUA-Prosim para análise de situações de instalação e avaria de sistemas offshore;Petrobras;12/03/2007;09/03/2012;-;UFRJ;-;-
16462-4;Desenvolvimento do simulador de elevação a gás (gas-lift) intermitente;Petrobras;14/03/2007;16/12/2009;-;UNICAMP;-;-
16463-2;Implantação do módulo de otimização do Sistema Consuelo - fase II;Petrobras;14/03/2007;31/05/2008;-;UTFPR;-;-
16464-0;Metodologia para análise de fadiga em risers rígidos SCRs instalados pelo método carretel e submetidos a deformações plásticas permanentes;Petrobras;14/03/2007;12/03/2009;-;USP;-;-
16465-7;Projeto de sistema que permite automação de manobras em plantas industriais (sistema MPA);Petrobras;14/03/2007;12/03/2008;-;PUC-RIO;-;-
16466-5;Sistema de bombeio mecânico assistido por computador (RODCAD);Petrobras;01/04/2007;25/12/2009;-;UFRN;-;-
16467-3;Aplicação e desenvolvimento de técnicas óticas para medição de escoamento em hidrociclone;Petrobras;20/03/2007;18/03/2008;-;PUC-RIO;-;-
16468-1;Caracterização ambiental microfaciológica;Petrobras;20/03/2007;29/06/2011;-;UFPR;-;-
16469-9;Experimentos para análise de Vibração Induzida por Vórtices (VIV) em dois cilindros em tandem com strake;Petrobras;28/03/2007;22/12/2007;-;USP;-;-
16470-7;Tratamento de dados de registradores permanentes de pressão;Petrobras;02/04/2007;14/06/2009;-;UENF;-;-
16471-5;Uso de biomateriais e da flora nativa para recuperação de áreas degradadas por atividade petrolífera na Amazônia central;Petrobras;02/04/2007;29/06/2013;-;INPA;-;-
16472-3;"Produção de biolubrificantes, empregando catalise enzimática; síntese de estolides";Petrobras;02/04/2007;31/03/2010;-;UERJ;-;-
16473-1;Avaliação tribológica de lubrificante de alto desempenho para redutores de unidades de bombeio.;Petrobras;02/04/2007;26/12/2009;-;UFRN;-;-
16474-9;Desenvolvimento de catalizador Fischer-Tropsch para produção de gasolina;Petrobras;02/04/2007;31/03/2009;-;INT;-;-
16475-6;Obtenção e caracterização de aphrons em escala laboratorial para uso em perfuração de poços de petróleo;Petrobras;03/04/2007;02/04/2008;-;UFRJ;-;-
16476-4;Simulações numéricas para análises de escoamentos não newtonianos transicionais em canais anulares com excentricidade variável - Parte II;Petrobras;03/04/2007;01/04/2009;-;UFU;-;-
16477-2;Projeto Ibirité - Fase II: Avaliação da qualidade e remediação de sedimentos da Represa Ibirité e seus tributários (refinaria REGAP-Petrobras).;Petrobras;05/04/2007;29/11/2010;-;UFSCAR;-;-
16478-0;Eco-Eficiência de Urucu / Água Potável na Amazônia;Petrobras;10/04/2007;05/10/2008;-;PUC-RIO;-;-
16479-8;Desenvolvimento de Metodologia Analítica por Cromatografia Gasosa para especiação de enxofre e destilação simulada de nafta e outros derivados de petróleo.;Petrobras;12/04/2007;10/04/2009;-;INT;-;-
16480-6;Ensaio de Vibração Induzida por Vórtices (VIV) em modelos de risers e estudo de supressores de vórtices;Petrobras;16/04/2007;05/08/2007;-;IPT;-;-
16481-4;Análise de Segurança de Operações de Canhoneio.;Petrobras;16/04/2007;13/08/2007;-;IME;-;-
16482-2;Produção e avaliação de catalisadores para unidades de Hidrotratamento (HDT) do refino de petróleo.;Petrobras;17/04/2007;27/12/2011;-;FVE/UNIVAP;-;-
16483-0;Sistema automatizado para cálculo da integridade estutural de equipamentos e/ou tubulações;Petrobras;20/04/2007;15/10/2009;-;PUC-RIO;-;-
16484-8;Desenvolvimento de veículo ambiental híbrido tripulável para monitoramento ambiental.;Petrobras;20/04/2007;18/04/2009;-;PUC-RIO;-;-
16485-5;Desenvolvimento de modelos numéricos visando o uso do núcleo de estudos de manobras e movimentos de navios no mar, implementado no LabOceano;Petrobras;20/04/2007;25/11/2011;-;UFRJ;-;-
16486-3;Estudo do Processo de Queima de Glicerina em Câmara de Combustão Industrial.;Petrobras;25/04/2007;24/09/2007;-;IPT;-;-
16487-1;Metodologia de Avaliação de Risco em Projeto de Parada de Refinaria.;Petrobras;26/04/2007;23/07/2008;-;UFRJ;-;-
16488-9;Desenvolvimento da programação de Controladores Lógicos Programáveis (CLPs) utilizando linguagens de programação de alto nível;Petrobras;30/04/2007;11/08/2009;-;UFBA;-;-
16489-7;Pesquisa e Desenvolvimento de Simulador de Elementos Finitos para Problemas Complexos de Superfície Livre;Petrobras;30/04/2007;25/10/2010;-;UFRJ;-;-
16490-5;Avaliação de inibidores de corrosão para operações de acidificação e fluído de completação (PACKER FLUID);Petrobras;03/05/2007;01/05/2011;-;INT;-;-
16491-3;Aprimoramento e manutenção das coleções biológicas marinhas do Instituto Oceanográfico da USP;Petrobras;03/05/2007;09/07/2013;-;USP;-;-
16492-1;FINEP - Técnicas Ultra-Sônicas para Medição da Fração de Vazio e Concentração de Particulados em Escoamentos Multifásicos.;Petrobras;04/05/2007;04/12/2009;-;UNIFEI;-;-
16493-9;Desenvolvimento de robô móvel para inspeção de esferas.;Petrobras;07/05/2007;31/12/2008;-;USP;-;-
16494-7;Aplicação de microemulsões na área de produção de petróleo.;Petrobras;08/05/2007;22/10/2013;-;UFRN;-;-
16495-4;Desenvolvimento de metodologia para a determinação da curva de evolução de gás sulfídrico de petróleos;Petrobras;08/05/2007;22/10/2012;-;UFRN;-;-
16496-2;Banco de dados para diagnóstico de modelos hidrodinâmicos;Petrobras;10/05/2007;08/05/2010;-;PUC-RIO;-;-
16497-0;Controle avançado para as unidades de processamento de gás natural de Guamaré.;Petrobras;11/05/2007;25/09/2011;-;UFRN;-;-
16498-8;Desenvolvimento de Aparato Experimental e Realização de Testes para Avaliação do Desempenho de Separadores Divergente-Convergente;Petrobras;11/05/2007;05/11/2008;-;UNIFEI;-;-
16499-6;Modelagem e Simulação de um Sistema de Georreferenciamento de Dutos (SISGED);Petrobras;11/05/2007;07/08/2008;-;IME;-;-
16500-1;Aplicação do conceito de ecoeficiência em unidades de exploração e produção da Petrobras.;Petrobras;14/05/2007;20/08/2008;-;CETEM;-;-
16501-9;Caracterização de amostras da indústria do petróleo, utilizando a técnica de análise elementar de carbono, hidrogênio, nitrogênio , enxofre e/ou oxigênio (CHNS-O);Petrobras;14/05/2007;12/05/2009;-;PUC-RIO;-;-
16502-7;Consolidação da Rede 05 – Monitoramento ambiental de áreas sob influência da indústria petrolífera;Petrobras;16/05/2007;16/05/2012;-;UFRN;-;-
16503-5;Análise dos produtos de Temperatura da Superfície do Mar gerados a partir de sensores orbitais operando no infravermelho termal e em microondas;Petrobras;17/05/2007;14/08/2007;-;INPE;-;-
16504-3;Análise de Instalação de Risers Rígidos em Catenária (SCR) por Reboque.;Petrobras;18/05/2007;15/08/2007;-;UFRJ;-;-
16505-0;Análise de testes em poços de geometria complexa em reservatórios de baixa permeabilidade portadores de gás;Petrobras;18/05/2007;20/04/2013;-;UENF;-;-
16506-8;Especiação operacional e química de mércurio em petróleo e suas frações por cromatografia gasosa e espectrometria de massa com plasma indutivamente acoplado (CG-ICP-MS) - Fase II;Petrobras;21/05/2007;19/05/2009;-;CETEM;-;-
16507-6;Controle Avançado para Sistemas Ciclônicos II;Petrobras;22/05/2007;20/10/2008;-;UFRJ;-;-
16508-4;Desenvolvimento de modelo numérico de segulmento de bolhas para simulação de escoamento em golfadas - FASE II;Petrobras;23/05/2007;21/05/2011;-;UTFPR;-;-
16509-2;Desenvolvimento de Algoritmo para Cálculo de Permeabilidade de Amostra Porosa em Regime Transitório;Petrobras;23/05/2007;17/03/2008;-;UFRJ;-;-
16510-0;Desenvolvimento de metodologia para uso de simulação dinâmica na avaliação do sistema de controle em projetos de Engenharia Básica.;Petrobras;24/05/2007;08/11/2010;-;UFRJ;-;-
16511-8;Análises por elementos finitos de dutos com defeitos de corrosão na solda longitudinal.;Petrobras;01/06/2007;26/11/2008;-;UFRJ;-;-
16512-6;Análises por elementos finitos de dutos com defeitos de corrosão na solda longitudinal;Petrobras;01/06/2007;26/11/2008;-;UFRJ;-;-
16513-4;Quantificação de hidrocarbonetos em óleos por cromatografia gasosa - Fase II;Petrobras;01/06/2007;27/12/2007;-;UFRJ;-;-
16514-2;Análise de Sistemas de Posicionamento Dinâmico de Plataformas Semi-Sumersíveis em Escala Reduzida.;Petrobras;01/06/2007;30/05/2009;-;UFRJ;-;-
16515-9;Projeto e desenvolvimento de Sistema e Metodologias para Localização e Quantificação de Incrustações em Dutos.;Petrobras;04/06/2007;02/06/2008;-;UFRJ;-;-
16516-7;Variáveis de Projeto para Confecção de Unidade Piloto de Coluna contendo Resinas Poliméricas para Tratamento de Água Oleosa.;Petrobras;04/06/2007;02/06/2008;-;UFRJ;-;-
16517-5;Capacitação Nacional para a Realização de Ensaios e Simulações DP.;Petrobras;05/06/2007;29/05/2010;-;UFRJ;-;-
16518-3;Desenvolvimento de Novos Algoritmos Para o Programa Anflex;Petrobras;05/06/2007;19/05/2011;-;UFRJ;-;-
16519-1;Desenvolvimento de ferramenta para monitoramento integrado de pressão, temperatura e vazão no fundo do poço utilizando sensores a fibra óptica - All-in-One;Petrobras;05/06/2007;03/06/2008;-;PUC-RIO;-;-
16520-9;Simulação de reservatórios de petróleo pelo método EbFVM com Solver Multigrid;Petrobras;06/06/2007;04/05/2013;-;UFSC;-;-
16521-7;Desenvolvimento de Metodologia para Visualização de Escoamento Bi-fásico Anular sobre Obstruções;Petrobras;06/06/2007;30/11/2010;-;PUC-RIO;-;-
16522-5;Desenvolvimento de um modelo numérico SLUG-TRACK e DRIFT-FLUX para escoamentos bifásicos em tubulações;Petrobras;12/06/2007;10/06/2011;-;UNICAMP;-;-
16523-3;Aplicação de microondas em reações de hidrotratamento (HDT) e hidrocraqueamento (HCC): estudos em batelada e construção de equipamento para operação em regime contínuo;Petrobras;12/06/2007;26/11/2013;-;IPEN;-;-
16524-1;Desenvolvimento e Manutenção de Interfaces Gráficas para os Projetos Anflex & Prea3D- TPN;Petrobras;13/06/2007;11/06/2009;-;PUC-RIO;-;-
16525-8;Tecnologia química aplicada à construção de micromáquinas de inertização de folhelhos reativos;Petrobras;13/06/2007;11/06/2009;-;UFRJ;-;-
16526-6;Metodologias para aumentar a produtividade e a aplicabilidade dos estudos de simulação de reservatórios;Petrobras;15/06/2007;22/04/2012;-;UNICAMP;-;-
16527-4;Sistema de diagnóstico de falhas em equipamentos no processo de bombeio mecânico.;Petrobras;18/06/2007;07/04/2010;-;UFF;-;-
16528-2;Desenvolvimento de metodologia e implementação de procedimento computacional para otimização do projeto de stressjoints;Petrobras;18/06/2007;14/12/2007;-;UFRJ;-;-
16529-0;Análise do efeito de vibrações induzidas por movimentos em linhas de aço instaladas em monocolunas;Petrobras;19/06/2007;07/06/2009;-;UFRJ;-;-
16530-8;Migração Sísmica: métodos espectrais e de ondas planas.;Petrobras;20/06/2007;18/06/2010;-;UFBA;-;-
16531-6;Detecção por técnicas de ensaios não destrutivos da perda de adesão;Petrobras;20/06/2007;18/06/2010;-;UFRJ;-;-
16532-4;Estudo geodinâmico das bacias sedimentares onshore (em terra) tipo Rift do Jequitinhonha, estado da Bahia, até Jatobá, estado de Pernambuco e de seus embasamentos cristalinos.;Petrobras;20/06/2007;29/09/2012;-;UFBA;-;-
16533-2;Análise preliminar do comportamento global dos Risers Verticais com a estrutura de suporte para completação seca na MONOGoM;Petrobras;21/06/2007;18/10/2007;-;UFRJ;-;-
16534-0;Sistemas de Ancoragem com Raio Ultra-Curto para Unidades Estacionárias de Produção em águas Ultra-Profundas.;Petrobras;25/06/2007;20/03/2008;-;UFRJ;-;-
16535-7;Desenvolvimento de técnicas de medidas, instrumentação e medidas em escoamentos de golfadas de líquido e gás em linhas vertical e inclinada;Petrobras;25/06/2007;23/06/2011;-;UNICAMP;-;-
16536-5;Construção e Desdobramentos do Modelo de Referência Para Terminais Rodoviários e Ferroviários.;Petrobras;27/06/2007;24/10/2007;-;UFRJ;-;-
16537-3;Desenvolvimento de Aplicativos para Gestão de Transferência e Estocagem (TE) - Fase II.;Petrobras;27/06/2007;22/12/2008;-;UFRJ;-;-
16538-1;Estudos de Processos Catalíticos da Transformação do Glicerol para o Pentaeritritol;Petrobras;28/06/2007;16/06/2010;-;UNB;-;-
16539-9;Qualidade ambiental das sub-bacias dos ribeirões Ibirité e Pintados: uma proposta de Gestão Integrada do Reservatório de Ibirité, município de Ibirité - MG;Petrobras;28/06/2007;23/12/2010;-;UFMG;-;-
16540-7;Pré-tratamento de amostras de óleo e determinação de elementos-traço espectrometria de absorção atômica.;Petrobras;02/07/2007;30/06/2009;-;PUC-RIO;-;-
16541-5;Obtenção de peneiras moleculares mesoporosas visando sua aplicação como matriz ativa de catalisadores de FCC;Petrobras;02/07/2007;26/11/2013;-;UFRRJ;-;-
16542-3;Remediação de Lagoa de Baixo, Guamaré, RN (UN-RNCE/Petrobras): Análises Químicas, Determinações Físico-Químicas e Interpretação de Resultados;Petrobras;02/07/2007;16/01/2010;-;UFSCAR;-;-
16543-1;Imageamento sub-sal pela utilização conjunta de migração pré-empilhamento em profundidade, do Método Magnetotelúrico Marinho e do Método Gravimétrico.;Petrobras;03/07/2007;27/11/2013;-;ON;-;-
16544-9;Estudo da segregação gravitacional na injeção de vapor;Petrobras;03/07/2007;08/12/2011;-;UFRN;-;-
16545-6;Modelagem e simulação de processos de purificação de gás natural com tecnologias combinadas em membranas / CONTACT;Petrobras;04/07/2007;13/12/2013;-;UFRJ;-;-
16546-4;Desenvolvimento de metodologia para análise por microscopia eletrônica de varredura de catalisadores extrudados.;Petrobras;04/07/2007;23/06/2010;-;LNLS;-;-
16547-2;Pesquisa em corrosão sob fadiga de revestimentos orgânicos metálicos em água produzida a temperaturas de 150ºC e 180ºC.;Petrobras;04/07/2007;23/04/2011;-;INT;-;-
16548-0;Projeto de modelagem e simulação computacional de condições dinâmicas de operação em uma planta de separação no subsistema composto pelo separador de produção acoplado a um hidrociclone para águas oleosas.;Petrobras;05/07/2007;30/12/2008;-;UERJ;-;-
16549-8;Caracterização da comunidade microbiana de reservatório de petróleo e possíveis efeitos da injeção de dióxido de carbono (C02);Petrobras;05/07/2007;30/12/2009;-;USP;-;-
16550-6;Caracterização estrutural do embasamento da Bacia do Amazonas e implicações para reativações de falhas durante o Fanerozóico;Petrobras;05/07/2007;20/12/2009;-;UFPR;-;-
16551-4;Rede de pesquisa Norte/Nordeste em instrumentação e controle.;Petrobras;06/07/2007;06/07/2014;-;UFRN;-;-
16552-2;Avaliação dos parâmetros operacionais e estabelecimento de estratégias de controle em processos de lodos ativados associados a membranas submersas submetidos a condições de estresse com efluentes de refinaria de petróleo.;Petrobras;10/07/2007;27/08/2010;-;UCS;-;-
16553-0;Desenvolvimento de equipamento com tecnologia de termossifões para o aquecimento de asfalto em tanques de armazenamento;Petrobras;10/07/2007;28/06/2009;-;UFSC;-;-
