CodProj;Ano Carregamento;Recursos Humanos;Viagens e Diárias;Outras despesas;Material de Consumo;Material Permanente;Serviço de Terceiros;Custo Total Previsto
PD-00044-0009;2010;$500.550,00;$60.000,00;$0,00;$11.700,00;$277.800,00;$45.000,00;$895.050,00
PD-00044-0010;2010;$665.600,00;$25.000,00;$45.000,00;$10.000,00;$90.000,00;$80.000,00;$915.600,00
PD-00044-0011;2010;$869.760,00;$52.110,00;;$800,00;$70.096,00;$100.000,00;$1.092.766,00
PD-00044-0012;2010;$618.480,00;$68.400,00;;$21.000,00;$54.000,00;;$761.880,00
PD-00044-0013;2010;$194.160,00;$28.400,00;$2.000,00;$20.000,00;$118.200,00;$26.700,00;$389.460,00
PD-00044-0014;2010;$477.800,00;$18.000,00;$6.000,00;$6.000,00;$164.000,00;$6.000,00;$677.800,00
PD-00044-0015;2011;$1.207.800,00;$214.680,00;;$12.500,00;$10.700,00;$24.035,00;$1.469.715,00
PD-00044-0016;2011;$1.859.200,00;$86.400,00;;$542.400,00;$264.594,00;$18.345,00;$2.770.939,00
PD-00044-0017;2011;$202.880,00;$21.200,00;$2.000,00;$24.000,00;$73.600,00;$16.700,00;$340.380,00
PD-00044-0018;2011;$439.720,00;$16.261,80;$82.525,18;$33.300,00;$140.300,00;$122.070,00;$834.176,98
PD-00044-0019;2011;$397.440,00;$25.600,00;$79.634,00;$38.000,00;$17.500,00;;$558.174,00
PD-00044-0020;2011;$493.680,00;$31.200,00;;$3.000,00;$98.000,00;$152.380,00;$778.260,00
PD-00044-0021;2011;$408.960,00;$68.000,00;$72.000,00;$8.000,00;$101.000,00;$3.000,00;$660.960,00
PD-00044-0022;2011;$114.500,00;$15.000,00;$20.000,00;$10.000,00;$38.900,00;$70.000,00;$268.400,00
PD-00044-0023;2011;$324.560,00;$29.800,00;;;$25.000,00;$45.000,00;$424.360,00
PD-00044-0024;2011;$681.000,00;$61.600,00;$5.600,00;$34.000,00;$41.460,00;$94.420,00;$918.080,00
PD-00044-0025;2011;$1.173.240,00;$121.500,00;$12.000,00;$22.500,00;$140.000,00;$142.000,00;$1.611.240,00
PD-00044-0026;2012;$1.806.000,00;$96.660,00;$204.000,00;$43.700,00;$1.520.000,00;$275.000,00;$3.945.360,00
PD-00044-0027;2013;$747.600,00;$149.000,00;$127.370,00;$50.500,00;$410.000,00;$60.000,00;$1.544.470,00
PD-00044-0028;2014;$1.641.748,00;$132.000,00;$17.000,00;$22.048,00;$7.000,00;;$1.819.796,00
PD-00044-0029;2014;$2.064.821,00;$164.000,00;$5.000,00;$32.800,00;$458.440,00;$251.430,00;$2.976.491,00
PD-00044-0030;2014;$583.603,50;$22.500,00;$12.000,00;$17.800,00;$140.500,00;;$776.403,50
PD-00044-0031;2014;$1.527.906,56;$205.920,00;$137.852,00;;$80.000,00;$80.000,00;$2.031.678,56
PD-00044-0032;2017;$923.760,00;;$61.825,60;$595.000,00;$302.000,00;;$1.882.585,60
PD-00044-0033;2017;$1.255.200,00;$77.000,00;$127.520,00;$54.000,00;$610.000,00;$100.000,00;$2.223.720,00
PD-00044-0034;2017;$458.360,00;$64.800,00;$42.494,16;$29.225,00;$36.000,00;$63.000,00;$693.879,16
PD-00044-0035;2019;$2.242.860,16;$110.500,00;$215.845,36;$18.000,00;$512.000,00;$720.000,00;$3.819.205,52
PD-00044-0036;2019;$6.024.080,00;$150.000,00;$31.000,00;$22.500,00;$4.599.700,00;$45.000,00;$10.872.280,00
PD-00044-0037;2020;$3.707.200,00;$176.335,06;$405.960,00;$0,00;$195.000,00;$740.000,00;$5.224.495,06
PD-00044-0038;2019;$1.585.680,00;$185.000,00;$222.160,00;;$516.000,00;$650.000,00;$3.158.840,00
PD-00044-0039;2019;$90.000,00;$146.400,00;$258.414,00;$24.384,00;$389.000,00;$2.020.960,00;$2.929.158,00
PD-00046-0001;2010;$560.000,00;$20.000,00;;;;;$580.000,00
PD-00046-0003;2011;$11.500,00;$800,00;$500,00;;$2.000,00;;$14.800,00
PD-00046-0004;2011;$290.000,00;$10.000,00;;;;;$300.000,00
PD-00046-0005;2014;$207.026,88;$10.700,00;$13.829,50;$24.731,80;;$21.000,00;$277.288,18
PD-00046-0006;2014;$427.023,60;$33.000,00;$12.000,00;$6.000,00;$116.000,00;$26.000,00;$620.023,60
PD-00046-0013;2017;$757.152,60;$55.000,00;$17.000,00;$12.000,00;;$150.000,00;$991.152,60
PD-00046-0014;2018;$906.930,00;$46.900,00;$35.182,40;$20.000,00;$77.774,00;$204.336,82;$1.291.123,22
PD-00047-0001;2009;$1.465.248,00;$112.500,00;$105.324,00;$50.300,00;$117.000,00;$56.000,00;$1.906.372,00
PD-00047-0002;2009;$877.796,00;$126.000,00;$111.128,00;$30.000,00;$324.000,00;$40.400,00;$1.509.324,00
PD-00047-0003;2009;$787.749,00;$107.000,00;$80.617,10;$9.000,00;$55.600,00;$231.080,00;$1.271.046,10
PD-00047-0005;2009;$2.253.052,00;$97.200,00;$167.556,00;;$47.000,00;$157.248,00;$2.722.056,00
PD-00047-0006;2009;$384.146,00;$39.400,00;$34.010,00;$6.000,00;$63.500,00;$34.500,00;$561.556,00
PD-00047-0007;2009;$3.259.880,00;$281.400,00;$213.544,00;$101.600,00;$305.000,00;$239.000,00;$4.400.424,00
PD-00047-0008;2009;$382.408,00;$117.100,00;$73.155,00;$600,00;$64.000,00;$66.000,00;$703.263,00
PD-00047-0009;2009;$1.588.860,00;$99.000,00;$136.737,00;$36.000,00;$85.000,00;$36.000,00;$1.981.597,00
PD-00047-0010;2009;$411.840,00;$64.000,00;$67.880,00;$7.000,00;$6.000,00;;$556.720,00
PD-00047-0011;2009;$381.793,00;$117.700,00;$94.703,50;$2.400,00;$56.000,00;$136.000,00;$788.596,50
PD-00047-0012;2009;$479.406,00;$51.000,00;$43.580,00;$6.000,00;$71.500,00;$25.000,00;$676.486,00
PD-00047-0013;2009;$468.865,74;$102.000,00;$31.902,29;$5.000,00;$5.000,00;$97.500,00;$710.268,03
PD-00047-0014;2009;$1.006.672,00;$92.000,00;$64.992,00;$12.000,00;;$251.000,00;$1.426.664,00
PD-00047-0015;2009;$1.076.685,00;$62.300,00;$143.019,00;$400,00;$150.000,00;$142.175,00;$1.574.579,00
PD-00047-0016;2009;$438.495,00;$34.000,00;$11.924,00;;;$21.840,00;$506.259,00
PD-00047-0017;2009;$446.660,00;$21.000,00;$5.747,00;;$20.000,00;$15.600,00;$509.007,00
PD-00047-0018;2009;$402.075,00;;$65.888,00;$12.000,00;;$78.585,00;$558.548,00
PD-00047-0019;2009;$522.055,00;$74.550,00;$70.875,75;$10.800,00;$141.520,00;$76.680,00;$896.480,75
PD-00047-0020;2009;$393.600,00;$3.500,00;$41.960,00;$5.040,00;;;$444.100,00
PD-00047-0021;2009;$321.600,00;$3.500,00;$42.960,00;$5.040,00;$20.000,00;$28.800,00;$421.900,00
PD-00047-0022;2009;$398.100,00;;$8.115,00;$9.600,00;;$78.000,00;$493.815,00
PD-00047-0023;2009;$307.636,00;$48.000,00;$46.648,00;;$370.800,00;$165.624,00;$938.708,00
PD-00047-0024;2009;$386.380,00;$8.400,00;$47.313,00;$1.800,00;$3.500,00;$59.020,00;$506.413,00
PD-00047-0025;2009;$340.260,00;$18.000,00;$72.800,00;$4.500,00;;$103.140,00;$538.700,00
PD-00047-0026;2009;$327.980,00;$17.600,00;$43.090,00;$5.400,00;$10.000,00;$143.020,00;$547.090,00
PD-00047-0027;2009;$491.365,00;$43.280,00;$18.032,50;$36.000,00;$129.000,00;$91.160,00;$808.837,50
PD-00047-0028;2009;$399.240,00;$60.800,00;$91.084,00;$19.200,00;$624.000,00;$174.560,00;$1.368.884,00
PD-00047-0029;2009;$1.069.494,48;$109.200,00;$390.699,72;$80.640,00;$410.875,00;$276.000,00;$2.336.909,20
PD-00047-0030;2010;$787.749,00;$107.000,00;$80.617,10;$9.000,00;$55.600,00;$231.080,00;$1.271.046,10
PD-00047-0031;2010;$2.791.504,00;$281.400,00;$213.288,00;$21.600,00;$290.000,00;$389.000,00;$3.986.792,00
PD-00047-0032;2010;$382.528,00;$113.100,00;$99.801,00;$600,00;$109.100,00;$74.000,00;$779.129,00
PD-00047-0033;2010;$1.076.685,00;$62.300,00;$143.019,00;$400,00;$150.000,00;$142.175,00;$1.574.579,00
PD-00047-0034;2010;$607.536,00;$54.600,00;$16.646,00;$24.840,00;$4.000,00;$180.000,00;$887.622,00
PD-00047-0035;2010;$535.200,00;$18.000,00;$9.000,00;$8.000,00;$3.000,00;$3.000,00;$576.200,00
PD-00047-0036;2011;$367.870,00;$25.200,00;$175.100,00;$427.400,00;$50.700,00;$13.000,00;$1.059.270,00
PD-00047-0037;2011;$1.069.914,40;$140.460,00;$83.623,39;$405.350,00;$204.670,00;$90.000,00;$1.994.017,79
PD-00047-0038;2011;$440.092,00;$18.000,00;$76.000,00;$945,00;$16.883,00;$35.000,00;$586.920,00
PD-00047-0040;2011;$722.904,58;$55.144,58;$66.000,00;$108.096,39;$25.000,00;$51.000,00;$1.028.145,55
PD-00047-0041;2011;$631.460,73;$31.072,29;$77.740,92;$97.100,00;$94.120,48;$30.120,48;$961.614,90
PD-00047-0042;2011;$473.400,00;$23.700,00;$41.000,00;$3.000,00;$68.140,00;$249.200,00;$858.440,00
PD-00047-0043;2011;$395.520,00;$19.820,00;$77.000,00;$2.400,00;$87.610,00;$16.000,00;$598.350,00
PD-00047-0044;2011;$486.120,00;$23.700,00;$41.000,00;$3.000,00;$87.000,00;$82.800,00;$723.620,00
PD-00047-0045;2011;$532.000,00;$8.550,00;$39.350,00;$2.500,00;;;$582.400,00
PD-00047-0046;2011;$806.208,00;$146.000,00;$109.656,00;$50.000,00;$476.000,00;$215.000,00;$1.802.864,00
PD-00047-0047;2011;$900.616,00;$183.000,00;$87.294,00;$69.000,00;$224.000,00;$54.000,00;$1.517.910,00
PD-00047-0048;2011;$797.100,00;$81.000,00;$53.600,00;$92.000,00;;$60.000,00;$1.083.700,00
PD-00047-0049;2011;$1.411.034,00;$106.500,00;$412.244,00;$18.000,00;$1.189.000,00;$470.000,00;$3.606.778,00
PD-00047-0050;2011;$1.236.604,00;$81.000,00;$65.000,00;$117.600,00;$200.000,00;$84.000,00;$1.784.204,00
PD-00047-0051;2011;$2.593.700,00;$105.300,00;$209.360,00;$12.400,00;$312.000,00;$250.020,00;$3.482.780,00
PD-00047-0052;2011;$1.753.690,00;$300.000,00;$291.052,00;$36.000,00;$175.000,00;$45.000,00;$2.600.742,00
PD-00047-0053;2011;$815.416,00;$69.500,00;$80.600,00;$22.000,00;$14.000,00;$81.000,00;$1.082.516,00
PD-00047-0054;2011;$1.571.093,00;$154.500,00;$242.000,00;$9.000,00;$265.500,00;$471.684,00;$2.713.777,00
PD-00047-0055;2011;$1.352.422,00;$245.200,00;$181.916,00;$58.800,00;$10.000,00;$1.306.000,00;$3.154.338,00
PD-00047-0056;2011;$927.240,00;$72.000,00;$84.400,00;$11.000,00;$116.000,00;;$1.210.640,00
PD-00047-0057;2011;$283.640,00;$41.600,00;$10.000,00;$360,00;$7.802,00;$110.000,00;$453.402,00
PD-00047-0058;2011;$403.920,00;$23.120,00;$43.000,00;$2.400,00;$2.000,00;$84.000,00;$558.440,00
PD-00047-0059;2011;$395.520,00;$23.120,00;$79.000,00;$2.400,00;$40.490,00;$174.000,00;$714.530,00
PD-00047-0060;2011;$6.307.075,20;$458.200,00;$978.261,60;$322.650,00;$2.386.491,92;$14.057.200,00;$24.509.878,72
PD-00047-0061;2012;$913.161,00;$90.320,00;$72.400,00;$6.000,00;$51.000,00;;$1.132.881,00
PD-00047-0062;2012;$3.112.625,00;$361.700,00;$110.000,00;$3.600,00;$782.000,00;$3.430.000,00;$7.799.925,00
PD-00047-0063;2012;$1.386.048,00;$142.500,00;$113.132,00;$67.000,00;$350.000,00;$95.000,00;$2.153.680,00
PD-00047-0064;2012;$400.000,00;$70.000,00;$30.000,00;$20.000,00;$615.000,00;$65.000,00;$1.200.000,00
PD-00047-0065;2012;$3.995.901,07;$419.938,00;$431.641,76;$227.100,00;$6.015.382,33;$4.240.447,67;$15.330.410,83
PD-00047-0066;2012;$680.821,48;$102.452,00;$30.000,00;;$2.371.916,32;$628.077,78;$3.813.267,58
PD-00047-0067;2012;$735.000,00;$28.072,29;$38.915,66;$44.578,31;$67.228,92;$213.373,49;$1.127.168,67
PD-00047-0068;2012;$1.013.240,00;$125.000,00;$94.800,00;$5.400,00;$146.000,00;;$1.384.440,00
PD-00047-0069;2012;$1.649.976,00;$76.000,00;$30.000,00;$19.000,00;$140.000,00;$434.000,00;$2.348.976,00
PD-00047-0070;2012;$690.580,00;$116.200,00;$50.112,00;$2.400,00;$1.330.000,00;$11.000,00;$2.200.292,00
PD-00047-0071;2012;$665.642,00;$116.200,00;$46.472,00;$2.400,00;$2.400.000,00;$11.000,00;$3.241.714,00
PD-00047-0072;2012;$1.396.700,00;$199.000,00;$99.000,00;$4.000,00;$2.607.950,00;$150.000,00;$4.456.650,00
PD-00047-0073;2012;$672.000,00;$96.000,00;$80.800,00;$24.000,00;$24.000,00;$104.000,00;$1.000.800,00
PD-00047-0074;2012;$476.984,20;$39.600,00;$150.000,00;$3.600,00;$4.000,00;$45.000,00;$719.184,20
PD-00047-0075;2012;$325.000,00;$25.000,00;$25.000,00;$1.000,00;$70.000,00;;$446.000,00
PD-00047-0076;2012;$1.823.876,90;$100.040,47;$20.000,00;$18.000,00;$36.000,00;$15.000,00;$2.012.917,37
PD-00047-0077;2014;$1.375.397,60;$75.000,00;$128.873,00;$19.200,00;$234.500,00;$60.000,00;$1.892.970,60
PD-00047-0078;2016;$10.981.706,76;$842.000,00;$1.242.136,96;$196.500,00;$2.277.073,90;$589.400,00;$16.128.817,62
PD-00047-0079;2016;$10.900.235,14;$497.694,46;$22.482,40;;$586.000,00;$1.882.159,44;$13.888.571,44
PD-00047-0080;2017;$8.457.961,44;$814.000,00;$1.659.642,60;$533.800,00;$2.076.500,00;$3.833.501,20;$17.375.405,24
PD-00047-0081;2016;$17.344.048,06;$2.170.463,07;$863.955,32;;;$2.007.382,36;$22.385.848,81
PD-00047-0082;2019;$3.004.232,00;$371.173,42;$393.200,00;$171.600,00;$1.156.325,00;$211.000,00;$5.307.530,42
PD-00047-0083;2018;$4.477.802,30;$574.200,00;$1.321.843,00;$43.000,00;$8.890.853,03;$2.700.000,00;$18.007.698,33
PD-00047-0084;2019;$3.893.854,00;$349.420,00;$1.191.923,96;$301.596,00;$777.946,00;$843.604,00;$7.358.343,96
PD-00047-0085;2019;$1.522.528,11;$92.560,94;$446.990,32;$186.145,78;$637.000,00;$260.000,00;$3.145.225,15
PD-00047-0086;2019;$4.450.500,48;$497.000,00;$1.845.396,00;$225.000,00;$2.394.513,00;$1.798.990,00;$11.211.399,48
PD-00047-0087;2019;$7.525.344,76;$1.024.296,67;$446.197,82;$280.900,00;$1.753.500,00;$1.251.524,00;$12.281.763,25
PD-00047-0088;2019;$3.175.132,00;$432.000,00;$281.645,00;$82.000,00;$1.033.000,00;$305.000,00;$5.308.777,00
PD-00047-0089;2020;$5.088.797,00;$400.000,00;$380.000,00;$229.500,00;$974.000,00;$2.152.118,37;$9.224.415,37
PD-00047-0090;2020;$4.428.600,00;$242.000,00;$247.071,00;;$30.000,00;$350.000,00;$5.297.671,00
PD-00048-0003;2010;$572.150,00;$153.420,00;$97.408,00;$45.000,00;$273.075,00;$20.000,00;$1.161.053,00
PD-00048-0008;2010;$1.051.024,77;$110.082,00;$122.162,50;$21.098,99;$114.707,11;$27.520,41;$1.446.595,78
PD-00048-0010;2010;$432.607,74;$18.100,00;$46.474,14;$6.000,00;$14.900,00;;$518.081,88
PD-00048-0011;2010;$441.713,60;$191.582,00;$116.165,40;$11.200,00;$523.290,68;$15.000,00;$1.298.951,68
PD-00048-0013;2010;$1.593.180,00;$25.500,00;$232.019,00;$12.000,00;$185.000,00;;$2.047.699,00
PD-00048-0016;2010;$482.160,00;$8.100,00;$76.396,29;$7.963,80;$232.059,10;$50.000,00;$856.679,19
PD-00048-0017;2010;$572.160,00;$6.000,00;$12.360,00;$2.000,00;$15.000,00;;$607.520,00
PD-00048-0018;2010;$391.200,00;$40.000,00;$73.400,00;$30.000,00;$56.000,00;$250.400,00;$841.000,00
PD-00048-0020;2010;$763.670,00;$25.600,00;$76.483,50;$91.000,00;;$6.000,00;$962.753,50
PD-00048-0021;2010;$203.855,76;$4.883,58;$18.387,47;$145.600,00;$30.800,00;$29.000,00;$432.526,81
PD-00048-0025;2010;$393.292,80;$36.000,00;$44.464,66;$14.000,25;$6.000,00;;$493.757,71
PD-00048-0026;2010;$857.154,00;$30.400,00;$101.256,41;$58.629,60;$29.600,00;;$1.077.040,01
PD-00048-0028;2010;$926.983,20;$49.200,00;$81.044,16;$7.200,00;$153.000,00;;$1.217.427,36
PD-00048-0035;2010;$362.467,20;$31.720,00;$51.080,96;$49.070,00;$115.925,96;$14.000,00;$624.264,12
PD-00048-0036;2010;$814.035,90;$3.600,00;$16.293,80;$2.000,00;$16.200,00;;$852.129,70
PD-00048-0044;2010;$357.490,80;$140.880,00;$109.214,19;$271.931,50;$320.950,00;$83.800,00;$1.284.266,49
PD-00048-0046;2010;$584.440,80;$34.000,00;$64.372,04;$3.000,00;$48.200,00;;$734.012,84
PD-00048-0053;2010;$1.198.140,00;$146.284,48;$202.104,68;$127.000,00;$142.394,55;$138.000,00;$1.953.923,71
PD-00048-0054;2010;$410.520,00;$35.902,64;$74.241,59;$15.000,00;$343.785,80;$25.000,00;$904.450,03
PD-00048-0055;2010;$1.125.249,60;$252.000,00;$217.647,48;$38.000,00;$24.000,00;$170.000,00;$1.826.897,08
PD-00048-0065;2010;$750.307,20;$62.800,00;$90.265,36;$2.000,00;$101.000,00;;$1.006.372,56
PD-00048-0067;2010;$941.597,70;$364.800,00;$329.297,88;$49.000,00;$2.250.000,00;$195.000,00;$4.129.695,58
PD-00048-0068;2010;$385.350,00;$93.556,48;$100.165,93;$36.000,00;$422.300,00;$40.000,00;$1.077.372,41
PD-00048-0069;2010;$1.085.692,63;$53.100,00;$130.321,86;;$10.000,00;$64.000,00;$1.343.114,49
PD-00048-0072;2010;$1.279.355,20;$34.800,00;$66.420,51;;$44.755,00;;$1.425.330,71
PD-00048-0074;2010;$438.569,61;$120.593,00;$203.601,58;$111.020,00;$1.345.798,00;$60.540,00;$2.280.122,19
PD-00048-0076;2010;$373.200,96;$6.500,00;$37.934,05;$5.000,00;$4.000,00;;$426.635,01
PD-00048-0082;2010;$899.232,00;$91.300,00;$166.780,60;$6.000,00;$96.500,00;$100.000,00;$1.359.812,60
PD-00048-0084;2010;$1.015.992,00;$32.184,00;$1.497,60;$12.000,00;$73.500,00;$320.000,00;$1.455.173,60
PD-00048-0085;2010;$1.423.231,20;$105.600,00;$93.426,67;;;;$1.622.257,87
PD-00048-0087;2010;$962.196,48;$64.200,00;$129.989,82;$37.446,84;$108.053,17;$133.000,00;$1.434.886,31
PD-00048-0096;2010;$313.681,20;$4.880,00;$31.138,56;$4.000,00;;$3.000,00;$356.699,76
PD-00048-0099;2010;$847.945,28;$9.503,82;$34.040,61;;;;$891.489,71
PD-00048-0117;2017;$2.592.000,00;$699.500,00;$7.445.000,00;$45.000,00;$38.500.000,00;$6.696.000,00;$55.977.500,00
PD-00048-0120;2020;$3.192.790,00;$229.440,00;;$3.899.999,56;$1.951.870,92;$2.073.152,24;$11.347.252,72
PD-00048-0214;2018;$1.099.824,00;$198.180,00;$123.583,90;$10.326,00;$120.109,00;;$1.552.022,90
PD-00048-0217;2020;$24.742.016,18;$5.232.659,79;$1.934.688,00;$3.557.904,00;$52.302.207,14;$3.077.749,00;$90.847.224,11
PD-00048-0317;2020;$1.951.920,00;$248.278,80;$359.665,60;$16.830,00;$180.000,00;$117.536,90;$2.874.231,30
PD-00048-0417;2019;$8.968.960,00;$685.740,00;$1.192.060,91;$28.000,00;$758.000,00;$2.590.690,00;$14.223.450,91
PD-00048-0419;2020;$1.833.360,00;$307.378,00;$13.720,00;$5.500,00;$52.068.521,60;$13.671.520,40;$67.900.000,00
PD-00048-0619;2020;$1.116.980,00;$188.200,00;$43.000,00;$39.500,00;$210.800,00;$6.000.000,00;$7.598.480,00
PD-00048-1013;2011;$3.964.080,00;$281.700,00;$2.233.018,00;$3.533.000,00;$25.975.730,00;$8.564.640,00;$44.552.168,00
PD-00048-1103;2014;$695.568,00;$107.500,00;$288.857,23;$124.460,00;$1.148.442,50;$809.655,84;$3.174.483,57
PD-00048-1104;2012;$592.920,00;$94.540,00;$63.936,60;$8.780,00;$25.480,00;;$785.656,60
PD-00048-1107;2013;$483.233,40;$69.180,00;$99.323,07;$9.050,00;$27.000,00;$156.864,00;$844.650,47
PD-00048-1108;2012;$994.358,63;$85.800,00;$209.397,08;$279.920,00;;;$1.569.475,71
PD-00048-1110;2012;$727.932,00;$117.500,00;$252.988,00;$7.000,00;$1.384.834,00;$107.400,00;$2.597.654,00
PD-00048-1112;2013;$2.078.042,40;$250.632,00;$341.395,35;$79.500,00;$184.575,04;$80.000,00;$3.014.144,79
PD-00048-1113;2012;$4.217.132,00;$281.700,00;$2.295.163,60;$3.533.000,00;$25.975.730,00;$8.564.640,00;$44.867.365,60
PD-00048-1118;2012;$734.600,00;$63.000,00;$87.774,00;$3.840,00;$106.800,00;;$996.014,00
PD-00048-1119;2012;$937.569,52;$30.732,00;$88.094,28;$7.512,00;$34.730,00;;$1.098.637,80
PD-00048-1120;2013;$464.189,60;$52.546,00;$90.646,51;$34.718,10;$278.931,82;$34.002,92;$955.034,95
PD-00048-1121;2012;$757.220,00;$34.680,00;$57.870,14;$2.700,00;;$43.800,00;$896.270,14
PD-00048-1122;2012;$751.200,00;$251.900,00;$101.530,40;$9.200,00;$121.134,00;;$1.234.964,40
PD-00048-1123;2012;$832.993,12;$186.565,23;$637.361,23;$20.000,00;$2.116.007,99;;$3.792.927,57
PD-00048-1124;2012;$914.556,04;$571.447,00;$202.978,90;$24.000,00;$149.855,00;$1.190.500,00;$3.053.336,94
PD-00048-1214;2012;$9.028.050,56;$532.600,00;$1.617.954,85;$948.250,00;$11.241.000,00;$22.387.000,00;$45.754.855,41
PD-00048-1317;2013;$7.360.480,00;$2.073.330,00;$6.018.121,67;;$5.990.000,00;$6.636.800,00;$28.078.731,67
PD-00048-1320;2020;$2.662.930,00;$314.820,52;$269.257,32;$12.666,01;$575.033,62;$11.064.657,78;$14.899.365,25
PD-00048-1401;2015;$3.092.084,84;$350.114,00;$496.278,64;$9.300,00;$77.564,00;$52.626,00;$4.077.967,48
PD-00048-1417;2013;$11.322.240,00;$578.500,00;$2.612.938,57;$4.640.000,00;$10.325.000,00;$4.620.000,00;$34.098.678,57
PD-00048-1619;2016;$12.384.180,00;$2.317.175,97;$4.615.928,00;$65.000,00;$23.573.399,98;$2.876.800,04;$45.832.483,99
PD-00051-0000;2010;$568.140,00;$22.500,00;$40.300,00;$146.000,00;$12.000,00;$60.000,00;$848.940,00
PD-00051-0001;2009;$619.683,50;$0,00;$61.366,68;$0,00;$2.500,00;$0,00;$683.550,18
PD-00051-0002;2009;$538.240,00;$12.600,00;$0,00;$9.000,00;$22.000,00;$18.000,00;$599.840,00
PD-00051-0010;2010;$373.220,00;$18.000,00;;$4.800,00;$15.800,00;$3.000,00;$414.820,00
PD-00051-0011;2010;$407.100,00;$18.000,00;;$4.000,00;$19.200,00;$10.200,00;$458.500,00
PD-00051-0117;2017;$437.784,00;$48.000,00;$60.449,20;$40.000,00;$625.200,00;$58.000,00;$1.269.433,20
PD-00051-0119;2019;$543.281,30;$5.000,00;$202.079,09;$7.024,00;$614.371,75;$738.621,68;$2.110.377,82
PD-00051-0200;2011;$705.710,00;$28.000,00;$67.200,00;$100.000,00;;$106.900,00;$1.007.810,00
PD-00051-0217;2017;$660.984,00;;$73.006,70;$7.379,90;$783.770,24;$8.000,00;$1.533.140,84
PD-00051-1501;2015;$517.590,00;$45.580,00;$43.109,94;$13.000,00;$221.818,85;$95.000,00;$936.098,79
PD-00051-1502;2015;$211.590,00;$26.750,00;$74.622,32;$2.122,00;$47.444,40;$178.200,00;$540.728,72
PD-00051-1503;2015;$88.400,00;$13.157,50;$26.723,58;$1.061,00;$9.000,42;$72.698,67;$211.041,17
PD-00051-2011;2011;$1.680.320,00;$130.000,00;;$17.000,00;$1.016.000,00;$160.000,00;$3.003.320,00
PD-00061-0001;2009;$711.438,00;$96.850,00;$44.887,50;$5.040,00;$13.125,00;$34.125,00;$905.465,50
PD-00061-0034;2011;$3.704.014,24;$75.559,97;$86.323,42;$50.488,85;$426.505,82;$136.807,98;$4.479.700,28
PD-00061-0046;2014;$878.776,48;$322.094,53;$217.542,56;$1.818,16;$13.090,88;$693.786,32;$2.127.108,93
PD-00063-0001;2009;$363.743,00;$130.666,00;$40.804,00;$6.000,00;$1.660.689,00;$144.450,00;$2.346.352,00
PD-00063-0002;2009;$1.541.750,00;$151.711,00;$112.309,00;$50.000,00;$563.500,00;$361.250,00;$2.780.520,00
PD-00063-0005;2009;$5.146.180,00;$328.528,00;$347.354,00;$467.499,00;$11.553.363,00;$2.822.707,00;$20.665.631,00
PD-00063-0006;2009;$3.889.980,00;$154.480,00;$310.995,00;$3.130,00;$2.275.751,00;$741.695,00;$7.376.031,00
PD-00063-0007;2009;$1.309.490,00;$114.800,00;$155.080,00;$100.800,00;$556.550,00;$879.870,00;$3.116.590,00
PD-00063-0008;2009;$4.588.215,00;$268.550,00;$229.838,00;$205.110,00;$1.104.528,00;$443.311,00;$6.839.552,00
PD-00063-0009;2009;$1.290.583,00;$201.000,00;$7.200,00;$16.000,00;$385.821,00;$215.904,00;$2.116.508,00
PD-00063-0010;2009;$4.196.628,00;$375.400,00;$47.800,00;$45.200,00;$790.370,00;$301.413,00;$5.756.811,00
PD-00063-0011;2009;$2.156.659,20;$16.900,00;$8.412,00;$30.495,00;$415.886,00;$313.133,00;$2.941.485,20
PD-00063-0012;2009;$5.449.849,00;$190.300,00;$162.141,00;$102.000,00;$997.403,00;$941.668,00;$7.843.361,00
PD-00063-0013;2009;$743.700,00;$468.152,00;$41.480,00;$7.400,00;$153.000,00;$2.214.001,00;$3.627.733,00
PD-00063-0015;2009;$1.930.200,00;$94.000,00;$401.770,00;$135.000,00;$1.010.246,00;$231.841,00;$3.803.057,00
PD-00063-0016;2011;$1.901.520,00;$90.420,00;$291.060,00;$348.000,00;$2.660,00;$20.000,00;$2.653.660,00
PD-00063-0017;2009;$7.476.534,00;$482.524,00;$240.559,00;$14.400,00;$1.950.400,00;$6.021.790,00;$16.186.207,00
PD-00063-0018;2011;$1.439.760,00;$113.000,00;$76.352,00;$113.300,00;$503.760,00;$37.500,00;$2.283.672,00
PD-00063-0021;2009;$1.491.840,00;$40.100,00;$23.760,00;$0,00;$6.500,00;$62.489,00;$1.624.689,00
PD-00063-0022;2009;$1.178.280,00;$40.100,00;$24.260,00;$0,00;$5.000,00;$49.906,00;$1.297.546,00
PD-00063-0023;2011;$722.400,00;$213.550,00;$98.469,00;$50.800,00;$53.000,00;$56.000,00;$1.194.219,00
PD-00063-0024;2011;$2.942.080,00;$204.000,00;$252.912,00;$6.000,00;$9.000,00;;$3.413.992,00
PD-00063-0025;2011;$2.610.000,00;$83.800,00;$262.012,00;;$40.000,00;$720.000,00;$3.715.812,00
PD-00063-0026;2011;$118.745,40;$43.576,00;$12.000,00;;$150.000,00;;$324.321,40
PD-00063-0027;2011;$3.299.040,00;$136.500,00;$210.174,00;$24.000,00;$1.058.000,00;$238.000,00;$4.965.714,00
PD-00063-0030;2011;$2.391.600,00;$235.160,00;$269.136,00;$13.800,00;$1.428.600,00;$369.000,00;$4.707.296,00
