"","X","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_agente_financiador","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","natureza_financiamento","p.d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2020","motor","categorias","cat2","existe"
"21",21,"ANEEL-PD-00390-1040","ANEEL","2010-03-12","2016-10-05",2399,"Avaliação do efeito da temperatura sobre os materiais internos em transformadores isolados com óleo vegetal  (OVI) e diferentes isolações sólidas","CONCLUÍDO",1998585,1141334.49353897,"ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.","Empresa Privada","Não se Aplica","ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.","Empresa Privada","SP","SE","Publicamente Orientado",NA,303245.077115465,303245.077115465,303245.077115465,231599.26219258,0,0,"avaliacao do efeito da temperatura sobre os materiais internos em transformadores isolados com oleo vegetal  (ovi) e diferentes isolacoes solidas distribuicao seguranca","""2.1"", ""3.1"", ""6.2""",6.2,"sim"
"22",22,"ANEEL-PD-00394-0907","ANEEL","2010-03-16","2013-03-15",1095,"Educação Ambiental no processo de licenciamento: Construção Metodológica","EM ATRASO",1691339.28,112755.952,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,112755.952,0,0,0,0,0,"educacao ambiental no processo de licenciamento: construcao metodologica transmissao meio ambiente","nenhuma categoria encontrada",6.2,"sim"
"23",23,"ANEEL-PD-00394-0929","ANEEL","2010-03-16","2013-03-15",1095,"Reologia Aplicada aos Concretos Utilizados em Usinas Hidrelétricas","EM ATRASO",1857882.12,123858.808,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,123858.808,0,0,0,0,0,"reologia aplicada aos concretos utilizados em usinas hidreletricas geracao outros","nenhuma categoria encontrada",6.1,"sim"
"24",24,"ANEEL-PD-00394-0935","ANEEL","2010-03-23","2013-03-22",1095,"Caracterização geoespacial e fitossociológica de remanescentes florestais nas áreas de influência do reservatório de Funil","CANCELADO",829588.12,60609.177716895,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,60609.177716895,0,0,0,0,0,"caracterizacao geoespacial e fitossociologica de remanescentes florestais nas areas de influencia do reservatorio de funil geracao meio ambiente","2.1",NA,"não"
"25",25,"ANEEL-PD-00394-0905","ANEEL","2010-03-25","2013-03-24",1095,"Concreto fibroso de alta performance em estruturas de usinas hidrelétricas: modelagem, experimentação e recomendações para projeto.","EM ATRASO",4680095,350472.867579909,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,350472.867579909,0,0,0,0,0,"concreto fibroso de alta performance em estruturas de usinas hidreletricas: modelagem, experimentacao e recomendacoes para projeto. geracao outros","3.1",6.1,"sim"
"26",26,"ANEEL-PD-00391-0002","ANEEL","2010-04-15","2014-01-13",1369,"Sistema Inteligente Automatizado Para Identificação e Localização de Faltas em Linhas de Distribuição de Energia Elétrica","CONCLUÍDO",1216880.32,334219.868750913,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","Não se Aplica","EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","SP","SE","Publicamente Orientado",NA,323553.277195033,10666.5915558802,0,0,0,0,"sistema inteligente automatizado para identificacao e localizacao de faltas em linhas de distribuicao de energia eletrica distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"27",27,"ANEEL-PD-00068-0009","ANEEL","2010-04-20","2013-04-19",1095,"Sistema Inteligente para apoio ao Operador de Sistema Elétrico em Tempo Real para minorar os riscos de ocorrência de blackouts","CANCELADO",6676070.4,658461.738082192,"COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,658461.738082192,0,0,0,0,0,"sistema inteligente para apoio ao operador de sistema eletrico em tempo real para minorar os riscos de ocorrencia de blackouts transmissao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",NA,"não"
"28",28,"ANEEL-PD-00068-0004","ANEEL","2010-04-20","2013-04-19",1095,"Sistema Integrado de Informações para a Manutenção","EM ATRASO",3393329.6,334684.563287671,"COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,334684.563287671,0,0,0,0,0,"sistema integrado de informacoes para a manutencao transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"29",29,"ANEEL-PD-00391-0005","ANEEL","2010-04-23","2014-02-13",1392,"Desenvolvimento da segunda geração do Regulador de Tensão com Comutador Eletrônico de Tap (RECET)","CONCLUÍDO",1705899.08,498779.400545977,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","Não se Aplica","EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","SP","SE","Publicamente Orientado",NA,446082.805402299,52696.5951436782,0,0,0,0,"desenvolvimento da segunda geracao do regulador de tensao com comutador eletronico de tap (recet) distribuicao eficiencia energetica","1.4",1.1,"sim"
"30",30,"ANEEL-PD-00391-0006","ANEEL","2010-05-03","2014-07-29",1548,"Desenvolvimento de um Compensador Universal com correção de VTCD - iUPQC","CONCLUÍDO",1343166.31,497179.77753876,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","Não se Aplica","EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","SP","SE","Publicamente Orientado",NA,315834.972118863,181344.805419897,0,0,0,0,"desenvolvimento de um compensador universal com correcao de vtcd - iupqc distribuicao qualidade e confiabilidade dos servicos de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"31",31,"ANEEL-PD-00394-0910","ANEEL","2010-05-05","2013-05-04",1095,"Barragens de Enrocamento com Núcleo Asfáltico - Modelagem Física e Numérica","CANCELADO",2096157.6,235458.79890411,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,235458.79890411,0,0,0,0,0,"barragens de enrocamento com nucleo asfaltico - modelagem fisica e numerica geracao gestao de bacias e reservatorios","nenhuma categoria encontrada",NA,"não"
"32",32,"ANEEL-PD-00390-1031","ANEEL","2010-05-10","2013-05-09",1095,"Simulador Especialista de Tempo Real Para Apoio A Decisão (SIMULESP)","EM ATRASO",3152536,368515.623744292,"ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.","Empresa Privada","Não se Aplica","ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.","Empresa Privada","SP","SE","Publicamente Orientado",NA,368515.623744292,0,0,0,0,0,"simulador especialista de tempo real para apoio a decisao (simulesp) distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"33",33,"ANEEL-PD-00040-0009","ANEEL","2010-05-21","2014-07-07",1508,"Aplicação de Misturas de Fluidos Biodegradáveis com Óleo Mineral Isolante em Equipamento de 15 kV de Maior Risco e Sensibilidade à Qualidade do Isolante Liquido","CONCLUÍDO",544070,198794.807692308,"COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN","Empresa Privada","Não se Aplica","COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE COSERN","Empresa Privada","RN","NE","Publicamente Orientado",NA,131327.24137931,67467.5663129974,0,0,0,0,"aplicacao de misturas de fluidos biodegradaveis com oleo mineral isolante em equipamento de 15 kv de maior risco e sensibilidade a qualidade do isolante liquido distribuicao meio ambiente","2.1",6.2,"sim"
"34",34,"ANEEL-PD-00372-0007","ANEEL","2010-06-16","2017-11-14",2708,"Diagnóstico da corrosão em torres de linhas de transmissão, utilizando análise de laboratório e de campo e otimização na convivência com correntes de desequilíbrio circulantes em LTs.","CONCLUÍDO",2058196.6,1348316.38419498,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,276655.672968981,276655.672968981,276655.672968981,277415.716026588,240933.649261448,0,"diagnostico da corrosao em torres de linhas de transmissao, utilizando analise de laboratorio e de campo e otimizacao na convivencia com correntes de desequilibrio circulantes em lts. transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"35",35,"ANEEL-PD-00394-0941","ANEEL","2010-06-18","2013-06-17",1095,"Análise Comparativa dos Fragmentos e Reflorestamentos no Entorno do Reservatório, Visando à Readequação de Projetos de Restauração na Eletrobrás Furnas","EM ATRASO",665527.52,101500.544146119,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,101500.544146119,0,0,0,0,0,"analise comparativa dos fragmentos e reflorestamentos no entorno do reservatorio, visando a readequacao de projetos de restauracao na eletrobras furnas geracao meio ambiente","2.1",6.1,"sim"
"36",36,"ANEEL-PD-00372-0008","ANEEL","2010-06-22","2018-05-03",2872,"Desenvolvimento e Construção de Sistema Robotizado para Reparos de Falhas de Cavitação em Turbinas Hidráulicas - FASE II","CONCLUÍDO",1178149.03,797055.558944986,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","Não se Aplica","CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","DF","CO","Publicamente Orientado",NA,149319.723857939,149319.723857939,149319.723857939,149729.942879526,149319.723857939,0,"desenvolvimento e construcao de sistema robotizado para reparos de falhas de cavitacao em turbinas hidraulicas - fase ii geracao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",3.6,"sim"
"37",37,"ANEEL-PD-00394-0918","ANEEL","2010-06-24","2013-06-23",1095,"Modelagem de arco elétrico e interação arco-rede para uso de Religamento Monofásico","CANCELADO",1542640,243723.03196347,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,243723.03196347,0,0,0,0,0,"modelagem de arco eletrico e interacao arco-rede para uso de religamento monofasico transmissao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",NA,"não"
"38",38,"ANEEL-PD-00372-0012","ANEEL","2010-06-30","2018-02-01",2773,"Representação da Ação Antrópica sobre o Meio Ambiente na Ilhas e Entorno do Reservatório da Barragem da UHE de Tucuruí, com a Utilização da Lógica Fuzzy e Redes Neurais Artificiais","CONCLUÍDO",981234.54,655335.870205554,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","Não se Aplica","CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","DF","CO","Publicamente Orientado",NA,128802.514446448,128802.514446448,128802.514446448,129156.367508114,128802.514446448,0,"representacao da acao antropica sobre o meio ambiente na ilhas e entorno do reservatorio da barragem da uhe de tucurui, com a utilizacao da logica fuzzy e redes neurais artificiais geracao meio ambiente","""2.1"", ""3.6""",6.1,"sim"
"39",39,"ANEEL-PD-05379-0001","ANEEL","2010-07-05","2015-03-04",1703,"Sistema Híbrido de Detecção e Localização de Faltas Permanentes em Sistemas de Distribuição Urbanos e Rurais: Desenvolvimento Metodológico, Implementação e Projeto Piloto","CONCLUÍDO",1147440,532282.795067528,"COOPERATIVA DE ELETRIFICAÇÃO DE IBIÚNA E REGIÃO","Empresa Privada","Não se Aplica","COOPERATIVA DE ELETRIFICAÇÃO DE IBIÚNA E REGIÃO","Empresa Privada","SP","SE","Publicamente Orientado",NA,245254.351145038,245254.351145038,41774.0927774516,0,0,0,"sistema hibrido de deteccao e localizacao de faltas permanentes em sistemas de distribuicao urbanos e rurais: desenvolvimento metodologico, implementacao e projeto piloto distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"40",40,"ANEEL-PD-00394-0926","ANEEL","2010-07-06","2015-07-06",1826,"Unidades Experimentais para Fins de Implantação de Mata Ciliar no Bioma Cerrado","EM ATRASO",1009825.85,505465.951204819,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,201301.538554217,201301.538554217,102862.874096386,0,0,0,"unidades experimentais para fins de implantacao de mata ciliar no bioma cerrado geracao meio ambiente","nenhuma categoria encontrada",6.1,"sim"
"41",41,"ANEEL-PD-00372-0013","ANEEL","2010-07-08","2016-12-05",2342,"Sistema de auxílio na identificação de causas de ocorrências no sistema elétrico pelo processamento de múltiplas fontes de dados","CONCLUÍDO",296349.9,181074.597309991,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","Não se Aplica","CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","DF","CO","Publicamente Orientado",NA,46059.506233988,46059.506233988,46059.506233988,42896.0786080273,0,0,"sistema de auxilio na identificacao de causas de ocorrencias no sistema eletrico pelo processamento de multiplas fontes de dados transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"42",42,"ANEEL-PD-00087-0087","ANEEL","2010-07-29","2015-07-16",1813,"UMC - Unidade de Monitoramento de Consumo","CONCLUÍDO",1563080,796627.644787645,"DCELT - DISTRIBUIDORA CATARINENSE DE ENERGIA ELÉTRICA LTDA","Empresa Privada","Não se Aplica","IGUAÇU DISTRIBUIDORA DE ENERGIA ELÉTRICA LTDA.","Empresa Privada","SC","S","Publicamente Orientado",NA,313823.011583012,313823.011583012,168981.621621622,0,0,0,"umc - unidade de monitoramento de consumo distribuicao eficiencia energetica","1.4",1.4,"sim"
"43",43,"ANEEL-PD-06491-0023","ANEEL","2010-08-02","2018-08-21",2941,"Desenvolvimento de ligas resistentes à cavitação e novos procedimentos de reparo de trincas e cavitação em rotores de aço ASTM A743 CA6NM, para deposição por soldagem a plasma, MIG e aspersão térmica","CONCLUÍDO",2458354,1716083.22407344,"COPEL GERAÇÃO E TRANSMISSÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,304264.146888813,304264.146888813,304264.146888813,305100.037402244,304264.146888813,0,"desenvolvimento de ligas resistentes a cavitacao e novos procedimentos de reparo de trincas e cavitacao em rotores de aco astm a743 ca6nm, para deposicao por soldagem a plasma, mig e aspersao termica geracao outros","3.1",6.1,"sim"
"44",44,"ANEEL-PD-00068-0007","ANEEL","2010-08-13","2013-08-12",1095,"Procedimento para Avaliação de Vida Remanescente de Cabos de Extra-Alta Tensão com Isolação a Óleo Fluido","EM ATRASO",5008369,1019969.21187215,"COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,1019969.21187215,0,0,0,0,0,"procedimento para avaliacao de vida remanescente de cabos de extra-alta tensao com isolacao a oleo fluido transmissao supervisao, controle e protecao de sistemas de energia eletrica","""2.1"", ""3.1"", ""6.2""",6.2,"sim"
"45",45,"ANEEL-PD-00383-0039","ANEEL","2010-08-16","2016-04-20",2074,"Expansor de isolação para proteção dos condutores de rede compacta para mitigação da necessidade de podas de árvores.","CONCLUÍDO",1674600,970525.168756027,"AMPLA ENERGIA E SERVIÇOS S.A.","Empresa Privada","Não se Aplica","AMPLA ENERGIA E SERVIÇOS S.A.","Empresa Privada","RJ","SE","Publicamente Orientado",NA,293902.796528447,293902.796528447,293902.796528447,88816.7791706847,0,0,"expansor de isolacao para protecao dos condutores de rede compacta para mitigacao da necessidade de podas de arvores. distribuicao qualidade e confiabilidade dos servicos de energia eletrica","6.2",6.2,"sim"
"46",46,"ANEEL-PD-04950-0326","ANEEL","2010-08-23","2014-03-18",1303,"PA - Desenvolvimento de Modelos Explicativos e Verificação de Associação entre Inadimplência e Perda Não Técnica","CONCLUÍDO",1415155,477872.755180353,"CEMIG DISTRIBUIÇÃO S.A","Empresa Privada","Não se Aplica","CEMIG DISTRIBUIÇÃO S.A","Empresa Privada","MG","SE","Publicamente Orientado",NA,395331.097467383,82541.6577129701,0,0,0,0,"pa - desenvolvimento de modelos explicativos e verificacao de associacao entre inadimplencia e perda nao tecnica distribuicao medicao, faturamento e combate a perdas comerciais","nenhuma categoria encontrada",6.2,"sim"
"47",47,"ANEEL-PD-00391-0007","ANEEL","2010-08-31","2016-03-24",2032,"Desenvolvimento de Novas Tecnologias Voltadas a Redes Inteligentes para enfrentar os novos Desafios Climáticos","CONCLUÍDO",1974812.8,1141931.61417323,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","Não se Aplica","EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","SP","SE","Publicamente Orientado",NA,353755.836220472,353755.836220472,353755.836220472,80664.105511811,0,0,"desenvolvimento de novas tecnologias voltadas a redes inteligentes para enfrentar os novos desafios climaticos distribuicao operacao de sistemas de energia eletrica","6.2",6.2,"sim"
"48",48,"ANEEL-PD-00372-0020","ANEEL","2010-09-10","2013-09-09",1095,"Avaliação On-line da Capacitância e Erros de Relação de Transformadores de Potencial Capacitivos","CANCELADO",892740,204637.205479452,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,204637.205479452,0,0,0,0,0,"avaliacao on-line da capacitancia e erros de relacao de transformadores de potencial capacitivos transmissao qualidade e confiabilidade dos servicos de energia eletrica","6.2",6.2,"sim"
"49",49,"ANEEL-PD-02607-0004","ANEEL","2010-09-14","2016-10-19",2227,"Desenvolvimento de um simulador de operação em tempo real do sistema elétrico para capacitação, aperfeiçoamento e treinamento das equipes de operação.","CONCLUÍDO",1695680,1053803.82577458,"Transmissora Sudeste Nordeste S.A","Empresa Privada","Não se Aplica","Transmissora Sudeste Nordeste S.A","Empresa Privada","GO","CO","Publicamente Orientado",NA,277156.49753031,277156.49753031,277156.49753031,222334.333183655,0,0,"desenvolvimento de um simulador de operacao em tempo real do sistema eletrico para capacitacao, aperfeicoamento e treinamento das equipes de operacao. transmissao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"50",50,"ANEEL-PD-00048-0026","ANEEL","2010-09-27","2020-08-04",3599,"Otimização da Distribuição de Reserva Técnica de Transformadores para Instrumentos em Sistemas de Transmissão","CONCLUÍDO",1077040.01,827456.412239511,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,108930.970725201,108930.970725201,108930.970725201,109230.231633787,108930.970725201,64640.3562545151,"otimizacao da distribuicao de reserva tecnica de transformadores para instrumentos em sistemas de transmissao transmissao outros","6.2",6.2,"sim"
"51",51,"ANEEL-PD-00048-0067","ANEEL","2010-09-27","2020-02-18",3431,"Sistema de informações baseado em geoprocessamento e mineração de dados para detecção de queimadas próximas a linhas de transmissão e identificação em tempo real de raios em desarmes de linhas","CONCLUÍDO",4129695.58,3125858.18165549,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,438125.675056835,438125.675056835,438125.675056835,439329.317021277,438125.675056835,57774.814293209,"sistema de informacoes baseado em geoprocessamento e mineracao de dados para deteccao de queimadas proximas a linhas de transmissao e identificacao em tempo real de raios em desarmes de linhas transmissao operacao de sistemas de energia eletrica","6.2",6.2,"sim"
"52",52,"ANEEL-PD-00048-0028","ANEEL","2010-09-27","2013-09-26",1095,"Sistema Preditivo Automático de Gestão de Falhas em Transformadores de Potência Baseado em Registros Oscilográficos e Mineração de Dados","EM ATRASO",1217427.36,297963.95660274,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,297963.95660274,0,0,0,0,0,"sistema preditivo automatico de gestao de falhas em transformadores de potencia baseado em registros oscilograficos e mineracao de dados transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"53",53,"ANEEL-PD-00048-0074","ANEEL","2010-09-27","2013-09-26",1095,"Estudo de células fotovoltaicas de multijunção com concentrador para geração de energia elétrica","CANCELADO",2280122.19,558057.303123288,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,558057.303123288,0,0,0,0,0,"estudo de celulas fotovoltaicas de multijuncao com concentrador para geracao de energia eletrica geracao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",NA,"não"
"54",54,"ANEEL-PD-00048-0087","ANEEL","2010-09-27","2020-02-18",3431,"Sistema de Previsão de Ventos e Geração Eólica em Sítios do NE","CONCLUÍDO",1434886.31,1086097.27399301,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,152229.267513844,152229.267513844,152229.267513844,152647.479787234,152229.267513844,20074.1891227048,"sistema de previsao de ventos e geracao eolica em sitios do ne geracao fontes alternativas de geracao de energia eletrica","""3.2"", ""3.3""",3.2,"sim"
"55",55,"ANEEL-PD-00048-0020","ANEEL","2010-09-27","2020-03-02",3444,"Sistema remoto de análise do estado operacional de equipamentos de alta tensão atravé do monitoremento do óleo isolante","CONCLUÍDO",962753.5,729612.844076655,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,101754.43495935,101754.43495935,101754.43495935,102033.980110337,101754.43495935,17052.2542102207,"sistema remoto de analise do estado operacional de equipamentos de alta tensao atrave do monitoremento do oleo isolante transmissao outros","""2.1"", ""3.1"", ""7.1""",6.2,"sim"
"56",56,"ANEEL-PD-00048-0053","ANEEL","2010-09-27","2013-09-26",1095,"DIAGNÓSTICO DA DEGRADAÇÃO DE EQUIPAMENTOS DE ALTA TENSÃO POR APLICAÇÃO DE TÉCNICAS DE RECONHECIMENTO DE PADRÕES DE DESCARGAS PARCIAIS","EM ATRASO",1953923.71,478220.597515982,"COMPANHIA HIDRO ELÉTRICA DO SÃO FRANCISCO","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,478220.597515982,0,0,0,0,0,"diagnostico da degradacao de equipamentos de alta tensao por aplicacao de tecnicas de reconhecimento de padroes de descargas parciais transmissao supervisao, controle e protecao de sistemas de energia eletrica","""3.1"", ""6.2""",6.2,"sim"
"57",57,"ANEEL-PD-04951-0346","ANEEL","2010-10-01","2019-01-30",3043,"PA - Desenvolvimento de novas metodologias para avaliação da distribuição espaço-temporal de cianobactérias e cianotoxinas em reservatórios, e os seus efeitos deletérios em peixes.","CONCLUÍDO",2161804.99,1572867.64635557,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","Não se Aplica","CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","MG","SE","Publicamente Orientado",NA,258592.512770293,258592.512770293,258592.512770293,259302.93176142,258592.512770293,0,"pa - desenvolvimento de novas metodologias para avaliacao da distribuicao espaco-temporal de cianobacterias e cianotoxinas em reservatorios, e os seus efeitos deleterios em peixes. geracao meio ambiente","6.2",6.1,"sim"
"58",58,"ANEEL-PD-00044-0012","ANEEL","2010-10-05","2013-10-04",1095,"APLICAÇÃO DE TÉCNICAS DE INTELIGENCIA ARTIFICIAL PARA ESTIMAÇÃO DE ESTADO DOS SISTEMAS ELETRICOS DE POTENCIA EM TEMPO REAL DE OPERAÇÃO","EM ATRASO",761880,192035.506849315,"EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica","COMPANHIA ENERGÉTICA DE ALAGOAS - CEAL","Empresa Privada","AL","NE","Publicamente Orientado",NA,192035.506849315,0,0,0,0,0,"aplicacao de tecnicas de inteligencia artificial para estimacao de estado dos sistemas eletricos de potencia em tempo real de operacao distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"59",59,"ANEEL-PD-04951-0354","ANEEL","2010-10-07","2015-04-28",1664,"DE -  Desenvolvimento de Protótipo de Sistema de Medição Fasorial Sincronizada","CONCLUÍDO",4151434.2,2108150.1796875,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","Não se Aplica","CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","MG","SE","Publicamente Orientado",NA,908126.23125,908126.23125,291897.7171875,0,0,0,"de -  desenvolvimento de prototipo de sistema de medicao fasorial sincronizada geracao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"60",60,"ANEEL-PD-00383-0041","ANEEL","2010-11-12","2016-09-27",2146,"Sistema para diagnosticar as condições operacionais dos Pára-raios a Óxido Metálico sem Centelhadores em Linhas e Subestações de Alta Tensão, através de inspeções em campo com o sistema energizado.","CONCLUÍDO",1537670,975911.714818266,"AMPLA ENERGIA E SERVIÇOS S.A.","Empresa Privada","Não se Aplica","AMPLA ENERGIA E SERVIÇOS S.A.","Empresa Privada","RJ","SE","Publicamente Orientado",NA,260816.346691519,260816.346691519,260816.346691519,193462.674743709,0,0,"sistema para diagnosticar as condicoes operacionais dos para-raios a oxido metalico sem centelhadores em linhas e subestacoes de alta tensao, atraves de inspecoes em campo com o sistema energizado. distribuicao supervisao, controle e protecao de sistemas de energia eletrica","""3.1"", ""6.2""",6.2,"sim"
"61",61,"ANEEL-PD-04951-0358","ANEEL","2010-11-17","2018-08-20",2833,"PA - Tecnologias integradas de transporte dos gases da carbonização da madeira de eucalipto e beneficiamento de subprodutos para co-geração de energia elétrica com micro-turbinas","CONCLUÍDO",8655079.94,6269051.90147547,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,1112054.04100247,1112054.04100247,1112054.04100247,1115109.13452171,1112054.04100247,0,"pa - tecnologias integradas de transporte dos gases da carbonizacao da madeira de eucalipto e beneficiamento de subprodutos para co-geracao de energia eletrica com micro-turbinas geracao fontes alternativas de geracao de energia eletrica","2.1",3.7,"sim"
